get, 008, 128KiB, get-008-128KiB.csv.zst, PUT, 32, 6, 4, 131072, 14761956.3, 112.62,GET, 32, 6, 4, 131072, 264899479.2, 2021.02,
get, 008, 16MiB, get-008-16MiB.csv.zst, PUT, 32, 6, 4, 16777216, 1150398406.8, 68.57,GET, 32, 6, 4, 16777216, 9197314600.8, 548.2,
get, 008, 1MiB, get-008-1MiB.csv.zst, PUT, 32, 6, 4, 1048576, 103834290.8, 99.02,GET, 32, 6, 4, 1048576, 1784335203.9, 1701.67,
get, 008, 32MiB, get-008-32MiB.csv.zst, PUT, 32, 6, 4, 33554432, 1641792868.1, 48.93,GET, 32, 6, 4, 33554432, 8675680858.9, 258.56,
get, 008, 4MiB, get-008-4MiB.csv.zst, PUT, 32, 6, 4, 4194304, 384407548, 91.65,GET, 32, 6, 4, 4194304, 5161705029.5, 1230.65,
get, 008, 512KiB, get-008-512KiB.csv.zst, PUT, 32, 6, 4, 524288, 51491582.7, 98.21,GET, 32, 6, 4, 524288, 958778871.6, 1828.73,
get, 008, 64MiB, get-008-64MiB.csv.zst, PUT, 32, 6, 4, 67108864, 2171834630.6, 32.36,GET, 32, 6, 4, 67108864, 8273870986, 123.29,
get, 008, 8MiB, get-008-8MiB.csv.zst, PUT, 32, 6, 4, 8388608, 702050616, 83.69,GET, 32, 6, 4, 8388608, 6698827740.3, 798.56,
get, 016, 128KiB, get-016-128KiB.csv.zst, PUT, 64, 6, 4, 131072, 19840807.1, 151.37,GET, 64, 6, 4, 131072, 314551963.6, 2399.84,
get, 016, 16MiB, get-016-16MiB.csv.zst, PUT, 64, 6, 4, 16777216, 1747436509.1, 104.16,GET, 64, 6, 4, 16777216, 8958417547.3, 533.96,
get, 016, 1MiB, get-016-1MiB.csv.zst, PUT, 64, 6, 4, 1048576, 155440444.7, 148.24,GET, 64, 6, 4, 1048576, 2338964482.7, 2230.61,
get, 016, 32MiB, get-016-32MiB.csv.zst, PUT, 64, 6, 4, 33554432, 2655036817.3, 79.13,GET, 64, 6, 4, 33554432, 7147493476.4, 213.01,
get, 016, 4MiB, get-016-4MiB.csv.zst, PUT, 64, 6, 4, 4194304, 553378629.4, 131.94,GET, 64, 6, 4, 4194304, 7595804732.6, 1810.98,
get, 016, 512KiB, get-016-512KiB.csv.zst, PUT, 64, 6, 4, 524288, 80016031.9, 152.62,GET, 64, 6, 4, 524288, 1198666159, 2286.27,
get, 016, 64MiB, get-016-64MiB.csv.zst, PUT, 64, 6, 4, 67108864, 3439461588.7, 51.25,GET, 64, 6, 4, 67108864, 8068900583.3, 120.24,
get, 016, 8MiB, get-016-8MiB.csv.zst, PUT, 64, 6, 4, 8388608, 1058989569, 126.24,GET, 64, 6, 4, 8388608, 8410132238.3, 1002.57,
get, 024, 128KiB, get-024-128KiB.csv.zst, PUT, 96, 6, 4, 131072, 23241246.5, 177.32,GET, 96, 6, 4, 131072, 331382308.7, 2528.25,
get, 024, 16MiB, get-024-16MiB.csv.zst, PUT, 96, 6, 4, 16777216, 2068636298.2, 123.3,GET, 96, 6, 4, 16777216, 5655046334.3, 337.07,
get, 024, 1MiB, get-024-1MiB.csv.zst, PUT, 96, 6, 4, 1048576, 137295195.8, 130.93,GET, 96, 6, 4, 1048576, 2468703279.6, 2354.34,
get, 024, 32MiB, get-024-32MiB.csv.zst, PUT, 96, 6, 4, 33554432, 3188993791.9, 95.04,GET, 96, 6, 4, 33554432, 7492877621.7, 223.31,
get, 024, 4MiB, get-024-4MiB.csv.zst, PUT, 96, 6, 4, 4194304, 707530285.8, 168.69,GET, 96, 6, 4, 4194304, 8485788690.6, 2023.17,
get, 024, 512KiB, get-024-512KiB.csv.zst, PUT, 96, 6, 4, 524288, 80311128.8, 153.18,GET, 96, 6, 4, 524288, 1247270537.9, 2378.98,
get, 024, 64MiB, get-024-64MiB.csv.zst, PUT, 96, 6, 4, 67108864, 4170459853.7, 62.14,GET, 96, 6, 4, 67108864, 8772545055.8, 130.72,
get, 024, 8MiB, get-024-8MiB.csv.zst, PUT, 96, 6, 4, 8388608, 1255646643.2, 149.68,GET, 96, 6, 4, 8388608, 8493121040.2, 1012.46,
get, 048, 128KiB, get-048-128KiB.csv.zst, PUT, 192, 6, 4, 131072, 26635539.2, 203.21,GET, 192, 6, 4, 131072, 414790364.8, 3164.6,
get, 048, 16MiB, get-048-16MiB.csv.zst, PUT, 192, 6, 4, 16777216, 2778476226.3, 165.61,GET, 192, 6, 4, 16777216, 7116046585.9, 424.15,
get, 048, 1MiB, get-048-1MiB.csv.zst, PUT, 192, 6, 4, 1048576, 245693735.6, 234.31,GET, 192, 6, 4, 1048576, 2561819867.6, 2443.14,
