get, 008, 1048576, mq_deadline, get-008-1048576-mq-deadline.csv.zst, 1719.83 MiB/s, 1719.83 obj/s
get, 008, 131072, mq_deadline, get-008-131072-mq-deadline.csv.zst, 233.49 MiB/s, 1867.88 obj/s
get, 008, 134217728, mq_deadline, get-008-134217728-mq-deadline.csv.zst, 12422.89 MiB/s, 97.05 obj/s
get, 008, 16777216, mq_deadline, get-008-16777216-mq-deadline.csv.zst, 8794.02 MiB/s, 549.63 obj/s
get, 008, 268435456, mq_deadline, get-008-268435456-mq-deadline.csv.zst, 12251.40 MiB/s, 47.86 obj/s
get, 008, 4194304, mq_deadline, get-008-4194304-mq-deadline.csv.zst, 4831.43 MiB/s, 1207.86 obj/s
get, 008, 524288, mq_deadline, get-008-524288-mq-deadline.csv.zst, 1109.95 MiB/s, 2219.91 obj/s
get, 008, 67108864, mq_deadline, get-008-67108864-mq-deadline.csv.zst, 11909.00 MiB/s, 186.08 obj/s
get, 016, 1048576, mq_deadline, get-016-1048576-mq-deadline.csv.zst, 2316.59 MiB/s, 2316.59 obj/s
get, 016, 131072, mq_deadline, get-016-131072-mq-deadline.csv.zst, 289.62 MiB/s, 2316.96 obj/s
get, 016, 134217728, mq_deadline, get-016-134217728-mq-deadline.csv.zst, 13141.95 MiB/s, 102.67 obj/s
get, 016, 16777216, mq_deadline, get-016-16777216-mq-deadline.csv.zst, 11226.13 MiB/s, 701.63 obj/s
get, 016, 268435456, mq_deadline, get-016-268435456-mq-deadline.csv.zst, 13106.30 MiB/s, 51.20 obj/s
get, 016, 4194304, mq_deadline, get-016-4194304-mq-deadline.csv.zst, 6871.14 MiB/s, 1717.79 obj/s
get, 016, 524288, mq_deadline, get-016-524288-mq-deadline.csv.zst, 1543.98 MiB/s, 3087.97 obj/s
get, 016, 67108864, mq_deadline, get-016-67108864-mq-deadline.csv.zst, 13094.49 MiB/s, 204.60 obj/s
get, 024, 1048576, mq_deadline, get-024-1048576-mq-deadline.csv.zst, 2514.25 MiB/s, 2514.25 obj/s
get, 024, 131072, mq_deadline, get-024-131072-mq-deadline.csv.zst, 312.79 MiB/s, 2502.33 obj/s
get, 024, 134217728, mq_deadline, get-024-134217728-mq-deadline.csv.zst, 13048.07 MiB/s, 101.94 obj/s
get, 024, 16777216, mq_deadline, get-024-16777216-mq-deadline.csv.zst, 12641.55 MiB/s, 790.10 obj/s
get, 024, 268435456, mq_deadline, get-024-268435456-mq-deadline.csv.zst, 13194.87 MiB/s, 51.54 obj/s
get, 024, 4194304, mq_deadline, get-024-4194304-mq-deadline.csv.zst, 7954.45 MiB/s, 1988.61 obj/s
get, 024, 524288, mq_deadline, get-024-524288-mq-deadline.csv.zst, 1644.44 MiB/s, 3288.87 obj/s
get, 024, 67108864, mq_deadline, get-024-67108864-mq-deadline.csv.zst, 13042.75 MiB/s, 203.79 obj/s
get, 048, 1048576, mq_deadline, get-048-1048576-mq-deadline.csv.zst, 2723.74 MiB/s, 2723.74 obj/s
get, 048, 131072, mq_deadline, get-048-131072-mq-deadline.csv.zst, 368.37 MiB/s, 2946.99 obj/s
get, 048, 134217728, mq_deadline, get-048-134217728-mq-deadline.csv.zst, 12999.12 MiB/s, 101.56 obj/s
get, 048, 16777216, mq_deadline, get-048-16777216-mq-deadline.csv.zst, 12579.35 MiB/s, 786.21 obj/s
get, 048, 268435456, mq_deadline, get-048-268435456-mq-deadline.csv.zst, 13027.43 MiB/s, 50.89 obj/s
get, 048, 4194304, mq_deadline, get-048-4194304-mq-deadline.csv.zst, 9039.09 MiB/s, 2259.77 obj/s
get, 048, 524288, mq_deadline, get-048-524288-mq-deadline.csv.zst, 1696.81 MiB/s, 3393.62 obj/s
